page,url,status,duration,size,type
"login","http://localhost/login",200,133,,
"login","http://localhost/assets/index-BvmHCWba.css",200,9,,
"login","http://localhost/assets/index-DkHfjn7y.js",200,154,,
"login","https://fonts.googleapis.com/css2?family=Plus+Jakarta+Sans:wght@400;500;600;700&display=swap",200,184,,
"login","https://api.fontshare.com/v2/css?f[]=clash-display@200,300,400,500,600,700&f[]=satoshi@300,400,500,700,900&display=swap",200,199,,
"login","https://cdn.fontshare.com/wf/P2LQKHE6KA6ZP4AAGN72KDWMHH6ZH3TA/ZC32TK2P7FPS5GFTL46EU6KQJA24ZYDB/7AHDUZ4A7LFLVFUIFSARGIWCRQJHISQP.woff2",200,189,,
"login","https://cdn.fontshare.com/wf/BFBSY7LX5W2U2EROCLVVTQP4VS7S4PC3/IIUX4FGTMD2LK2VWD3RVTAS4SSMUN7B5/53RZKGODFYDW3QHTIL7IPOWTBCSUEZK7.woff2",200,191,,
"login","https://cdn.fontshare.com/wf/TTX2Z3BF3P6Y5BQT3IV2VNOK6FL22KUT/7QYRJOI3JIMYHGY6CH7SOIFRQLZOLNJ6/KFIAZD4RUMEZIYV6FQ3T3GP5PDBDB6JY.woff2",200,203,,
"login","http://localhost/api/v1/auth/login",200,224,,
"login","http://localhost/api/v1/auth/me",200,18,,
"login","http://localhost/api/v1/notifications",307,16,,
"login","https://cdn.fontshare.com/wf/LAFFD4SDUCDVQEXFPDC7C53EQ4ZELWQI/PXCT3G6LO6ICM5I3NTYENYPWJAECAWDD/GHM6WVH6MILNYOOCXHXB5GTSGNTMGXZR.woff2",200,28,,
"login","https://cdn.fontshare.com/wf/FPDAZ2S6SW4QMSRIIKNNGTPM6VIXYMKO/5HNPQ453FRLIQWV2FNOBUU3FKTDZQVSG/Z3MGHFHX6DCTLQ55LJYRJ5MDCZPMFZU6.woff2",200,27,,
"login","https://cdn.fontshare.com/wf/2GQIT54GKQY3JRFTSHS4ARTRNRQISSAA/3CIP5EBHRRHE5FVQU3VFROPUERNDSTDF/JTSL5QESUXATU47LCPUNHZQBDDIWDOSW.woff2",200,65,,
"login","http://localhost/api/v1/extracted_data/invoices?skonto_expiring_soon=true&per_page=10",404,1891,,
"login","http://localhost/api/v1/documents?limit=5&sort=date_desc",307,1891,,
"dashboard","http://localhost/api/v1/finance/deadlines?days_ahead=3",200,2929,,
"dashboard","http://localhost/",200,1006,,
"dashboard","http://localhost/api/v1/companies",500,3867,,
"dashboard","http://localhost/assets/index-DkHfjn7y.js",200,,,
"dashboard","http://localhost/assets/index-BvmHCWba.css",200,1,,
"dashboard","https://fonts.googleapis.com/css2?family=Plus+Jakarta+Sans:wght@400;500;600;700&display=swap",200,,,
"dashboard","https://api.fontshare.com/v2/css?f[]=clash-display@200,300,400,500,600,700&f[]=satoshi@300,400,500,700,900&display=swap",200,,,
"dashboard","https://cdn.fontshare.com/wf/2GQIT54GKQY3JRFTSHS4ARTRNRQISSAA/3CIP5EBHRRHE5FVQU3VFROPUERNDSTDF/JTSL5QESUXATU47LCPUNHZQBDDIWDOSW.woff2",200,,,
"dashboard","https://cdn.fontshare.com/wf/FPDAZ2S6SW4QMSRIIKNNGTPM6VIXYMKO/5HNPQ453FRLIQWV2FNOBUU3FKTDZQVSG/Z3MGHFHX6DCTLQ55LJYRJ5MDCZPMFZU6.woff2",200,,,
"dashboard","https://cdn.fontshare.com/wf/BFBSY7LX5W2U2EROCLVVTQP4VS7S4PC3/IIUX4FGTMD2LK2VWD3RVTAS4SSMUN7B5/53RZKGODFYDW3QHTIL7IPOWTBCSUEZK7.woff2",200,,,
"dashboard","https://cdn.fontshare.com/wf/TTX2Z3BF3P6Y5BQT3IV2VNOK6FL22KUT/7QYRJOI3JIMYHGY6CH7SOIFRQLZOLNJ6/KFIAZD4RUMEZIYV6FQ3T3GP5PDBDB6JY.woff2",200,,,
"dashboard","https://cdn.fontshare.com/wf/P2LQKHE6KA6ZP4AAGN72KDWMHH6ZH3TA/ZC32TK2P7FPS5GFTL46EU6KQJA24ZYDB/7AHDUZ4A7LFLVFUIFSARGIWCRQJHISQP.woff2",200,,,
"dashboard","https://cdn.fontshare.com/wf/LAFFD4SDUCDVQEXFPDC7C53EQ4ZELWQI/PXCT3G6LO6ICM5I3NTYENYPWJAECAWDD/GHM6WVH6MILNYOOCXHXB5GTSGNTMGXZR.woff2",200,,,
"dashboard","http://localhost/api/v1/notifications",307,2454,,
"dashboard","http://localhost/api/v1/extracted_data/invoices?skonto_expiring_soon=true&per_page=10",404,2832,,
"dashboard","http://localhost/api/v1/companies",500,4866,,
"dashboard","http://localhost/api/v1/documents?limit=5&sort=date_desc",307,4866,,
"dashboard","http://localhost/api/v1/finance/deadlines?days_ahead=3",200,4867,,
"dashboard","http://localhost/api/v1/finance/aggregations",200,5168,,
"dashboard","http://localhost/api/v1/notifications/",500,6521,,
"dashboard","http://localhost/api/v1/documents/?limit=5&sort=date_desc",200,5067,,
"dashboard","http://localhost/api/v1/admin/system/dashboard",200,9938,,
"dashboard","http://localhost/api/v1/companies",500,4745,,
"dashboard","http://localhost/api/v1/notifications",307,866,,
"dashboard","http://localhost/api/v1/notifications/",500,2245,,
"dashboard","http://localhost/api/v1/documents?limit=5&sort=date_desc",307,2192,,
"dashboard","http://localhost/api/v1/companies",500,2187,,
"dashboard","http://localhost/api/v1/documents/?limit=5&sort=date_desc",200,4307,,
"dashboard","http://localhost/api/v1/notifications",307,2235,,
"dashboard","http://localhost/api/v1/notifications/",500,1671,,
"dashboard","http://localhost/api/v1/companies",500,2622,,
"dashboard","http://localhost/api/v1/companies",500,1052,,
"dashboard","http://localhost/api/v1/notifications",307,943,,
"dashboard","http://localhost/api/v1/notifications/",500,3871,,
"dashboard","http://localhost/api/v1/companies",500,3567,,
"dashboard","http://localhost/api/v1/notifications",307,8,,
"dashboard","http://localhost/api/v1/notifications/",500,1569,,
"dashboard","http://localhost/api/v1/notifications",307,486,,
"dashboard","http://localhost/api/v1/companies",500,2717,,
"dashboard","http://localhost/api/v1/notifications/",500,3365,,
"dashboard","http://localhost/api/v1/companies",500,951,,
"dashboard","http://localhost/api/v1/notifications",307,851,,
"dashboard","http://localhost/api/v1/notifications/",500,1619,,
"dashboard","http://localhost/api/v1/notifications",307,13,,
"dashboard","http://localhost/api/v1/notifications/",500,3482,,
"dashboard","http://localhost/api/v1/notifications",307,8,,
"dashboard","http://localhost/api/v1/notifications/",500,1948,,
"dashboard","http://localhost/api/v1/notifications",307,9,,
"dashboard","http://localhost/api/v1/notifications/",500,1751,,
"dashboard","http://localhost/api/v1/notifications",307,92,,
"dashboard","http://localhost/api/v1/notifications/",500,2027,,
"dashboard","http://localhost/api/v1/notifications",307,1730,,
"dashboard","http://localhost/api/v1/notifications/",500,1609,,
"dashboard","http://localhost/api/v1/notifications",307,10,,
"dashboard","http://localhost/api/v1/notifications/",500,2010,,
"dashboard","http://localhost/api/v1/notifications",307,786,,
"dashboard","http://localhost/api/v1/notifications/",500,1626,,
"dashboard","http://localhost/api/v1/notifications",307,10,,
"dashboard","http://localhost/api/v1/notifications/",500,1971,,
"dashboard","http://localhost/api/v1/notifications",307,1696,,
"dashboard","http://localhost/api/v1/notifications/",500,2202,,
"dashboard","http://localhost/api/v1/notifications",307,9,,
"dashboard","http://localhost/api/v1/notifications/",500,1911,,
"dashboard","http://localhost/api/v1/notifications",307,8,,
"dashboard","http://localhost/api/v1/notifications/",500,1526,,
"dashboard","http://localhost/api/v1/notifications",307,9,,
"dashboard","http://localhost/api/v1/notifications/",500,1928,,
"dashboard","http://localhost/api/v1/notifications",307,1734,,
"dashboard","http://localhost/api/v1/notifications/",500,2033,,
"dashboard","http://localhost/api/v1/notifications",307,10,,
"dashboard","http://localhost/api/v1/notifications/",500,1918,,
"dashboard","http://localhost/api/v1/notifications",307,756,,
"dashboard","http://localhost/api/v1/notifications/",500,2072,,
"dashboard","http://localhost/api/v1/notifications",307,8,,
"dashboard","http://localhost/api/v1/notifications/",500,1947,,
"dashboard","http://localhost/api/v1/notifications",307,559,,
"dashboard","http://localhost/api/v1/notifications/",500,1931,,
"dashboard","http://localhost/api/v1/notifications",307,887,,
"dashboard","http://localhost/api/v1/notifications/",500,2103,,
"dashboard","http://localhost/api/v1/notifications",307,1445,,
"dashboard","http://localhost/api/v1/notifications/",500,1861,,
"dashboard","http://localhost/api/v1/notifications",307,10,,
"dashboard","http://localhost/api/v1/notifications/",500,1939,,
"dashboard","http://localhost/api/v1/notifications",307,952,,
"dashboard","http://localhost/api/v1/notifications/",500,3582,,
"dashboard","http://localhost/api/v1/notifications",307,91,,
"dashboard","http://localhost/api/v1/notifications/",500,6951,,
"dashboard","http://localhost/api/v1/notifications",307,1757,,
"dashboard","http://localhost/api/v1/notifications/",500,8066,,
"dashboard","http://localhost/api/v1/notifications",307,1357,,
"dashboard","http://localhost/api/v1/notifications/",500,3092,,
"dashboard","http://localhost/api/v1/notifications",307,3071,,
"dashboard","http://localhost/api/v1/notifications/",500,2954,,
"dashboard","http://localhost/api/v1/notifications",307,10,,
"dashboard","http://localhost/api/v1/notifications/",500,2004,,
"dashboard","http://localhost/api/v1/notifications",307,15,,
"dashboard","http://localhost/api/v1/notifications/",500,4993,,
"dashboard","http://localhost/api/v1/notifications",307,29,,
"dashboard","http://localhost/api/v1/notifications/",500,5499,,
"dashboard","http://localhost/api/v1/notifications",307,18,,
"dashboard","http://localhost/api/v1/notifications/",500,2139,,
"dashboard","http://localhost/api/v1/notifications",307,2431,,
"dashboard","http://localhost/api/v1/notifications/",500,1880,,
"dashboard","http://localhost/api/v1/notifications",307,858,,
"dashboard","http://localhost/api/v1/notifications/",500,2191,,
"dashboard","http://localhost/api/v1/notifications",307,1655,,
"dashboard","http://localhost/api/v1/notifications/",500,2003,,
"dashboard","http://localhost/api/v1/notifications",307,4893,,
"dashboard","http://localhost/api/v1/notifications/",500,4793,,
"dashboard","https://cdnjs.cloudflare.com/ajax/libs/axe-core/4.8.2/axe.min.js",200,217,,
"dashboard","https://fonts.googleapis.com/css2?family=Plus+Jakarta+Sans:wght@400;500;600;700&display=swap",200,135,,
"dashboard","https://cdn.fontshare.com/wf/VFMK2COV3DN37JR7JQ4CAOJPZ7KWKNY7/ODD5YJNDLHZZB2MIT3DPVH4EIHAMZ34D/BSY64LPTT3OPLVKAZKL3AHKRWZ3D74AC.woff2",200,302,,
"upload","http://localhost/upload",200,2,,
"upload","http://localhost/assets/index-BvmHCWba.css",200,,,
"upload","https://cdn.fontshare.com/wf/VFMK2COV3DN37JR7JQ4CAOJPZ7KWKNY7/ODD5YJNDLHZZB2MIT3DPVH4EIHAMZ34D/BSY64LPTT3OPLVKAZKL3AHKRWZ3D74AC.woff2",200,,,
"upload","https://cdn.fontshare.com/wf/2GQIT54GKQY3JRFTSHS4ARTRNRQISSAA/3CIP5EBHRRHE5FVQU3VFROPUERNDSTDF/JTSL5QESUXATU47LCPUNHZQBDDIWDOSW.woff2",200,,,
"upload","https://cdn.fontshare.com/wf/FPDAZ2S6SW4QMSRIIKNNGTPM6VIXYMKO/5HNPQ453FRLIQWV2FNOBUU3FKTDZQVSG/Z3MGHFHX6DCTLQ55LJYRJ5MDCZPMFZU6.woff2",200,,,
"upload","https://cdn.fontshare.com/wf/BFBSY7LX5W2U2EROCLVVTQP4VS7S4PC3/IIUX4FGTMD2LK2VWD3RVTAS4SSMUN7B5/53RZKGODFYDW3QHTIL7IPOWTBCSUEZK7.woff2",200,,,
"upload","https://cdn.fontshare.com/wf/TTX2Z3BF3P6Y5BQT3IV2VNOK6FL22KUT/7QYRJOI3JIMYHGY6CH7SOIFRQLZOLNJ6/KFIAZD4RUMEZIYV6FQ3T3GP5PDBDB6JY.woff2",200,,,
"upload","https://cdn.fontshare.com/wf/P2LQKHE6KA6ZP4AAGN72KDWMHH6ZH3TA/ZC32TK2P7FPS5GFTL46EU6KQJA24ZYDB/7AHDUZ4A7LFLVFUIFSARGIWCRQJHISQP.woff2",200,,,
"upload","https://cdn.fontshare.com/wf/LAFFD4SDUCDVQEXFPDC7C53EQ4ZELWQI/PXCT3G6LO6ICM5I3NTYENYPWJAECAWDD/GHM6WVH6MILNYOOCXHXB5GTSGNTMGXZR.woff2",200,,,
"upload","http://localhost/assets/index-DkHfjn7y.js",200,116,,
"upload","http://localhost/api/v1/notifications",307,175,,
"upload","http://localhost/api/v1/notifications/",500,5508,,
"upload","http://localhost/api/v1/notifications",307,2815,,
"upload","http://localhost/api/v1/notifications/",500,4202,,
"upload","http://localhost/api/v1/notifications",307,2294,,
"upload","http://localhost/api/v1/notifications/",500,5269,,
"upload","http://localhost/api/v1/notifications",307,2683,,
"upload","http://localhost/api/v1/notifications/",500,2174,,
"upload","http://localhost/api/v1/notifications",307,775,,
"upload","http://localhost/api/v1/notifications/",500,3133,,
"upload","http://localhost/api/v1/notifications",307,569,,
"upload","http://localhost/api/v1/notifications/",500,1983,,
"upload","http://localhost/api/v1/notifications",307,11,,
"upload","http://localhost/api/v1/notifications/",500,1669,,
"upload","http://localhost/api/v1/notifications",307,1008,,
"upload","http://localhost/api/v1/notifications/",500,2190,,
"upload","http://localhost/api/v1/notifications",307,1417,,
"upload","http://localhost/api/v1/notifications/",500,3109,,
"upload","http://localhost/api/v1/notifications",307,770,,
"upload","http://localhost/api/v1/notifications/",500,3760,,
"upload","http://localhost/api/v1/notifications",307,1376,,
"upload","http://localhost/api/v1/notifications/",500,1920,,
"upload","https://cdnjs.cloudflare.com/ajax/libs/axe-core/4.8.2/axe.min.js",200,,,
"upload","https://fonts.googleapis.com/css2?family=Plus+Jakarta+Sans:wght@400;500;600;700&display=swap",200,264,,
"search","http://localhost/search",200,2,,
"search","http://localhost/assets/index-BvmHCWba.css",200,,,
"search","https://cdn.fontshare.com/wf/VFMK2COV3DN37JR7JQ4CAOJPZ7KWKNY7/ODD5YJNDLHZZB2MIT3DPVH4EIHAMZ34D/BSY64LPTT3OPLVKAZKL3AHKRWZ3D74AC.woff2",200,,,
"search","https://cdn.fontshare.com/wf/2GQIT54GKQY3JRFTSHS4ARTRNRQISSAA/3CIP5EBHRRHE5FVQU3VFROPUERNDSTDF/JTSL5QESUXATU47LCPUNHZQBDDIWDOSW.woff2",200,,,
"search","https://cdn.fontshare.com/wf/FPDAZ2S6SW4QMSRIIKNNGTPM6VIXYMKO/5HNPQ453FRLIQWV2FNOBUU3FKTDZQVSG/Z3MGHFHX6DCTLQ55LJYRJ5MDCZPMFZU6.woff2",200,,,
"search","https://cdn.fontshare.com/wf/BFBSY7LX5W2U2EROCLVVTQP4VS7S4PC3/IIUX4FGTMD2LK2VWD3RVTAS4SSMUN7B5/53RZKGODFYDW3QHTIL7IPOWTBCSUEZK7.woff2",200,,,
"search","https://cdn.fontshare.com/wf/TTX2Z3BF3P6Y5BQT3IV2VNOK6FL22KUT/7QYRJOI3JIMYHGY6CH7SOIFRQLZOLNJ6/KFIAZD4RUMEZIYV6FQ3T3GP5PDBDB6JY.woff2",200,,,
"search","https://cdn.fontshare.com/wf/P2LQKHE6KA6ZP4AAGN72KDWMHH6ZH3TA/ZC32TK2P7FPS5GFTL46EU6KQJA24ZYDB/7AHDUZ4A7LFLVFUIFSARGIWCRQJHISQP.woff2",200,,,
"search","https://cdn.fontshare.com/wf/LAFFD4SDUCDVQEXFPDC7C53EQ4ZELWQI/PXCT3G6LO6ICM5I3NTYENYPWJAECAWDD/GHM6WVH6MILNYOOCXHXB5GTSGNTMGXZR.woff2",200,,,
"search","http://localhost/assets/index-DkHfjn7y.js",200,170,,
"search","http://localhost/api/v1/notifications",307,2024,,
"search","http://localhost/api/v1/notifications/",500,1968,,
"search","http://localhost/api/v1/notifications",307,170,,
"search","http://localhost/api/v1/notifications/",500,1908,,
"search","http://localhost/api/v1/notifications",307,9,,
"search","http://localhost/api/v1/notifications/",500,1653,,
"search","http://localhost/api/v1/notifications",307,11,,
"search","http://localhost/api/v1/notifications/",500,1903,,
"search","http://localhost/api/v1/notifications",307,8,,
"search","http://localhost/api/v1/notifications/",500,2137,,
"search","http://localhost/api/v1/notifications",307,9,,
"search","http://localhost/api/v1/notifications/",500,1576,,
"search","http://localhost/api/v1/notifications",307,8,,
"search","http://localhost/api/v1/notifications/",500,1888,,
"search","http://localhost/api/v1/notifications",307,8,,
"search","http://localhost/api/v1/notifications/",500,1926,,
"search","http://localhost/api/v1/notifications",307,2855,,
"search","http://localhost/api/v1/notifications/",500,3051,,
"search","http://localhost/api/v1/notifications",307,558,,
"search","http://localhost/api/v1/notifications/",500,2849,,
"search","http://localhost/api/v1/notifications",307,3904,,
"search","http://localhost/api/v1/notifications/",500,2876,,
"search","http://localhost/api/v1/notifications",307,848,,
"search","http://localhost/api/v1/notifications/",500,2134,,
"search","http://localhost/api/v1/notifications",307,1767,,
"search","http://localhost/api/v1/notifications/",500,1469,,
"search","http://localhost/api/v1/notifications",307,790,,
"search","http://localhost/api/v1/notifications/",500,3484,,
"search","http://localhost/api/v1/notifications",307,13,,
"search","http://localhost/api/v1/notifications/",500,1516,,
"search","http://localhost/api/v1/notifications",307,9,,
"search","http://localhost/api/v1/notifications/",500,2015,,
"search","http://localhost/api/v1/notifications",307,308,,
"search","http://localhost/api/v1/notifications/",500,1879,,
"search","http://localhost/api/v1/notifications",307,381,,
"search","http://localhost/api/v1/notifications/",500,1875,,
"search","http://localhost/api/v1/notifications",307,1921,,
"search","http://localhost/api/v1/notifications/",500,1468,,
"search","http://localhost/api/v1/notifications",307,438,,
"search","http://localhost/api/v1/notifications/",500,2189,,
"search","http://localhost/api/v1/notifications",307,1393,,
"search","http://localhost/api/v1/notifications/",500,1601,,
"search","http://localhost/api/v1/notifications",307,9,,
"search","http://localhost/api/v1/notifications/",500,1897,,
"search","http://localhost/api/v1/notifications",307,8,,
"search","http://localhost/api/v1/notifications/",500,1810,,
"search","http://localhost/api/v1/notifications",307,10,,
"search","http://localhost/api/v1/notifications/",500,1982,,
"search","http://localhost/api/v1/notifications",307,8,,
"search","http://localhost/api/v1/notifications/",401,7,,
"search","http://localhost/api/v1/auth/refresh",200,53,,
"search","http://localhost/api/v1/notifications",307,7,,
"search","http://localhost/api/v1/notifications/",500,1947,,
"search","http://localhost/api/v1/notifications",307,12,,
"search","http://localhost/api/v1/notifications/",500,1527,,
"search","http://localhost/api/v1/notifications",307,11,,
"search","http://localhost/api/v1/notifications/",500,1985,,
"search","http://localhost/api/v1/notifications",307,9,,
"search","http://localhost/api/v1/notifications/",500,1688,,
"search","http://localhost/api/v1/notifications",307,9,,
"search","http://localhost/api/v1/notifications/",500,1947,,
"search","http://localhost/api/v1/notifications",307,9,,
"search","http://localhost/api/v1/notifications/",500,1915,,
"search","http://localhost/api/v1/notifications",307,9,,
"search","http://localhost/api/v1/notifications/",500,1638,,
"search","http://localhost/api/v1/notifications",307,10,,
"search","http://localhost/api/v1/notifications/",500,1871,,
"search","https://cdnjs.cloudflare.com/ajax/libs/axe-core/4.8.2/axe.min.js",200,21,,
"search","https://fonts.googleapis.com/css2?family=Plus+Jakarta+Sans:wght@400;500;600;700&display=swap",200,354,,
"chat-rag","http://localhost/chat",200,2,,
"chat-rag","http://localhost/assets/index-BvmHCWba.css",200,,,
"chat-rag","https://cdn.fontshare.com/wf/VFMK2COV3DN37JR7JQ4CAOJPZ7KWKNY7/ODD5YJNDLHZZB2MIT3DPVH4EIHAMZ34D/BSY64LPTT3OPLVKAZKL3AHKRWZ3D74AC.woff2",200,,,
"chat-rag","https://cdn.fontshare.com/wf/2GQIT54GKQY3JRFTSHS4ARTRNRQISSAA/3CIP5EBHRRHE5FVQU3VFROPUERNDSTDF/JTSL5QESUXATU47LCPUNHZQBDDIWDOSW.woff2",200,,,
"chat-rag","https://cdn.fontshare.com/wf/FPDAZ2S6SW4QMSRIIKNNGTPM6VIXYMKO/5HNPQ453FRLIQWV2FNOBUU3FKTDZQVSG/Z3MGHFHX6DCTLQ55LJYRJ5MDCZPMFZU6.woff2",200,,,
"chat-rag","https://cdn.fontshare.com/wf/BFBSY7LX5W2U2EROCLVVTQP4VS7S4PC3/IIUX4FGTMD2LK2VWD3RVTAS4SSMUN7B5/53RZKGODFYDW3QHTIL7IPOWTBCSUEZK7.woff2",200,,,
"chat-rag","https://cdn.fontshare.com/wf/TTX2Z3BF3P6Y5BQT3IV2VNOK6FL22KUT/7QYRJOI3JIMYHGY6CH7SOIFRQLZOLNJ6/KFIAZD4RUMEZIYV6FQ3T3GP5PDBDB6JY.woff2",200,,,
"chat-rag","https://cdn.fontshare.com/wf/P2LQKHE6KA6ZP4AAGN72KDWMHH6ZH3TA/ZC32TK2P7FPS5GFTL46EU6KQJA24ZYDB/7AHDUZ4A7LFLVFUIFSARGIWCRQJHISQP.woff2",200,,,
"chat-rag","https://cdn.fontshare.com/wf/LAFFD4SDUCDVQEXFPDC7C53EQ4ZELWQI/PXCT3G6LO6ICM5I3NTYENYPWJAECAWDD/GHM6WVH6MILNYOOCXHXB5GTSGNTMGXZR.woff2",200,,,
"chat-rag","http://localhost/assets/index-DkHfjn7y.js",200,207,,
"chat-rag","http://localhost/api/v1/notifications",307,608,,
"chat-rag","http://localhost/api/v1/rag/chat/sessions?limit=20&offset=0",200,622,,
"chat-rag","http://localhost/api/v1/rag/chat/sessions/shared",200,631,,
"chat-rag","http://localhost/api/v1/notifications/",500,1567,,
"chat-rag","http://localhost/api/v1/notifications",307,463,,
"chat-rag","http://localhost/api/v1/notifications/",500,1928,,
"chat-rag","http://localhost/api/v1/notifications",307,10,,
"chat-rag","http://localhost/api/v1/notifications/",500,2136,,
"chat-rag","http://localhost/api/v1/notifications",307,1801,,
"chat-rag","http://localhost/api/v1/notifications/",500,1824,,
"chat-rag","http://localhost/api/v1/notifications",307,721,,
"chat-rag","http://localhost/api/v1/notifications/",500,2092,,
"chat-rag","http://localhost/api/v1/notifications",307,566,,
"chat-rag","http://localhost/api/v1/notifications/",500,1512,,
"chat-rag","http://localhost/api/v1/notifications",307,9,,
"chat-rag","http://localhost/api/v1/notifications/",500,2254,,
"chat-rag","http://localhost/api/v1/notifications",307,9,,
"chat-rag","http://localhost/api/v1/notifications/",500,1866,,
"chat-rag","http://localhost/api/v1/notifications",307,322,,
"chat-rag","http://localhost/api/v1/notifications/",500,1912,,
"chat-rag","http://localhost/api/v1/notifications",307,1200,,
"chat-rag","http://localhost/api/v1/notifications/",500,1572,,
"chat-rag","http://localhost/api/v1/notifications",307,8,,
"chat-rag","http://localhost/api/v1/notifications/",500,1891,,
"chat-rag","http://localhost/api/v1/notifications",307,576,,
"chat-rag","http://localhost/api/v1/notifications/",500,1991,,
"chat-rag","http://localhost/api/v1/notifications",307,633,,
"chat-rag","http://localhost/api/v1/notifications/",500,1909,,
"chat-rag","http://localhost/api/v1/notifications",307,986,,
"chat-rag","http://localhost/api/v1/notifications/",500,1854,,
"chat-rag","http://localhost/api/v1/notifications",307,8,,
"chat-rag","http://localhost/api/v1/notifications/",500,1958,,
"chat-rag","http://localhost/api/v1/notifications",307,13,,
"chat-rag","http://localhost/api/v1/notifications/",500,1889,,
"chat-rag","http://localhost/api/v1/notifications",307,715,,
"chat-rag","http://localhost/api/v1/notifications/",500,1908,,
"chat-rag","http://localhost/api/v1/notifications",307,1113,,
"chat-rag","http://localhost/api/v1/notifications/",500,1548,,
"chat-rag","http://localhost/api/v1/notifications",307,10,,
"chat-rag","http://localhost/api/v1/notifications/",500,1944,,
"chat-rag","http://localhost/api/v1/notifications",307,748,,
"chat-rag","http://localhost/api/v1/notifications/",500,1848,,
"chat-rag","http://localhost/api/v1/notifications",307,1506,,
"chat-rag","http://localhost/api/v1/notifications/",500,1546,,
"chat-rag","http://localhost/api/v1/notifications",307,1309,,
"chat-rag","http://localhost/api/v1/notifications/",500,2202,,
"chat-rag","http://localhost/api/v1/notifications",307,1457,,
"chat-rag","http://localhost/api/v1/notifications/",500,2289,,
"chat-rag","http://localhost/api/v1/notifications",307,11,,
"chat-rag","http://localhost/api/v1/notifications/",500,1859,,
"chat-rag","http://localhost/api/v1/notifications",307,668,,
"chat-rag","http://localhost/api/v1/notifications/",500,2318,,
"chat-rag","http://localhost/api/v1/notifications",307,9,,
"chat-rag","http://localhost/api/v1/notifications/",500,1945,,
"chat-rag","http://localhost/api/v1/notifications",307,8,,
"chat-rag","http://localhost/api/v1/notifications/",500,2164,,
"chat-rag","http://localhost/api/v1/notifications",307,610,,
"chat-rag","http://localhost/api/v1/notifications/",500,2146,,
"chat-rag","http://localhost/api/v1/notifications",307,801,,
"chat-rag","http://localhost/api/v1/notifications/",500,2270,,
"chat-rag","http://localhost/api/v1/notifications",307,10,,
"chat-rag","http://localhost/api/v1/notifications/",500,1955,,
"chat-rag","http://localhost/api/v1/notifications",307,9,,
"chat-rag","http://localhost/api/v1/notifications/",500,2080,,
"chat-rag","http://localhost/api/v1/notifications",307,7,,
"chat-rag","http://localhost/api/v1/notifications/",500,1508,,
"chat-rag","http://localhost/api/v1/notifications",307,428,,
"chat-rag","http://localhost/api/v1/notifications/",500,1807,,
"chat-rag","http://localhost/api/v1/notifications",307,8,,
"chat-rag","http://localhost/api/v1/notifications/",500,2090,,
"chat-rag","http://localhost/api/v1/notifications",307,9,,
"chat-rag","http://localhost/api/v1/notifications/",500,1923,,
"chat-rag","http://localhost/api/v1/notifications",307,381,,
"chat-rag","http://localhost/api/v1/notifications/",500,2066,,
"chat-rag","http://localhost/api/v1/notifications",307,900,,
"chat-rag","http://localhost/api/v1/notifications/",500,1523,,
"chat-rag","http://localhost/api/v1/notifications",307,8,,
"chat-rag","http://localhost/api/v1/notifications/",500,1820,,
"chat-rag","http://localhost/api/v1/notifications",307,10,,
"chat-rag","http://localhost/api/v1/notifications/",500,1907,,
"chat-rag","http://localhost/api/v1/notifications",307,9,,
"chat-rag","http://localhost/api/v1/notifications/",500,1925,,
"chat-rag","http://localhost/api/v1/notifications",307,526,,
"chat-rag","http://localhost/api/v1/notifications/",500,2035,,
"chat-rag","http://localhost/api/v1/notifications",307,8,,
"chat-rag","http://localhost/api/v1/notifications/",500,1913,,
"chat-rag","http://localhost/api/v1/notifications",307,9,,
"chat-rag","http://localhost/api/v1/notifications/",500,1665,,
"chat-rag","http://localhost/api/v1/notifications",307,362,,
"chat-rag","http://localhost/api/v1/notifications/",500,1994,,
"chat-rag","http://localhost/api/v1/notifications",307,1167,,
"chat-rag","http://localhost/api/v1/notifications/",500,1695,,
"chat-rag","http://localhost/api/v1/notifications",307,8,,
"chat-rag","http://localhost/api/v1/notifications/",500,2078,,
"chat-rag","http://localhost/api/v1/notifications",307,10,,
"chat-rag","http://localhost/api/v1/notifications/",500,1576,,
"chat-rag","http://localhost/api/v1/notifications",307,9,,
"chat-rag","http://localhost/api/v1/notifications/",500,2107,,
"chat-rag","http://localhost/api/v1/notifications",307,830,,
"chat-rag","http://localhost/api/v1/notifications/",500,1594,,
"chat-rag","http://localhost/api/v1/notifications",307,9,,
"chat-rag","http://localhost/api/v1/notifications/",500,1817,,
"chat-rag","http://localhost/api/v1/notifications",307,10,,
"chat-rag","http://localhost/api/v1/notifications/",500,2042,,
"chat-rag","http://localhost/api/v1/notifications",307,930,,
"chat-rag","http://localhost/api/v1/notifications/",500,1481,,
"chat-rag","http://localhost/api/v1/notifications",307,1666,,
"chat-rag","http://localhost/api/v1/notifications/",500,1938,,
"chat-rag","http://localhost/api/v1/notifications",307,8,,
"chat-rag","http://localhost/api/v1/notifications/",500,1514,,
"chat-rag","http://localhost/api/v1/notifications",307,8,,
"chat-rag","http://localhost/api/v1/notifications/",500,1574,,
"chat-rag","http://localhost/api/v1/notifications",307,9,,
"chat-rag","http://localhost/api/v1/notifications/",500,1955,,
"chat-rag","http://localhost/api/v1/notifications",307,8,,
